preu_actual,preu_original,descompte,titol,enllaç,descripcio,agent_nom,parking,tags,habs,metres2
1.930.000€,,0%,"Pis a carrer de Vallmajor, Sant Gervasi - Galvany, Barcelona",https://www.idealista.com/ca/inmueble/100795049/,"A pocos metros del Turó Park encontramos esta fantástica propiedad. Accedemos desde un majestuoso recibidor que nos deja a mano derecha la zona de día compuesta por un despacho, un luminoso salón con chimenea y salida a una agradable terraza con abundante sol y comedor independiente separado por unas puertas corredizas. Desde el comedor una zona pasa-platos separa de la gran cocina tipo office con acceso a la zona de servicio compuesta por dos habitaciones individuales que comparten un baño completo. También encontramos una zona de aguas muy",Max Ricart,Pàrking inclòs,,6,346
950.000€,,0%,"Pis a carrer de Balmes, Sant Gervasi - Galvany, Barcelona",https://www.idealista.com/ca/inmueble/105614411/,"Esta bonita propiedad ubicada en una planta alta de una preciosa finca regia, consta de 150m2 distribuidos en una gran habitación principal exterior, seguida de 2 habitaciones individuales, 2 baños y un gran salón comedor con cocina americana orientado a la calle. El diseño interior mezcla lo clásico y lo contemporáneo, con suelos de parqué de roble y gres porcelánico, así como detalles en madera blanca satinada. Las cocinas están equipadas con electrodomésticos de la marca Bosch y encimeras de mármol blanco Ibiza. Además, el edificio cuenta",Max Ricart,No indicat,,3,150
685.000€,,0%,"Pis a carrer de la Diputació, La Nova Esquerra de l'Eixample, Barcelona",https://www.idealista.com/ca/inmueble/106197805/,"Sotheby's presenta aquest espectacular i lluminós pis reformat amb una terrassa de 36m² a l'Eixample Esquerre, enfront del Parc Miró. Situat en una preciosa finca modernista de 1908 amb ascensor i en perfecte estat de conservació, el pis combina elegància, història i modernitat. Compta amb 2 habitacions, 2 banys complets, 1 vestidor i 1 àmplia terrassa privada en un tranquil pati de poma. L'habitatge ha estat completament reformada, aconseguint una combinació d'encant històric i confort modern. S'ha preservat l'essència del disseny original",Barcelona & Costa Brava Sotheby’s Int. Realty,No indicat,,2,95
745.000€,,0%,"Pis a carrer de l'Argenteria, Sant Pere - Santa Caterina i la Ribera, Barcelona",https://www.idealista.com/ca/inmueble/105484886/,"Aquest apartament forma part de la rehabilitació d'un edifici al centre de Born. Ofereix molts elements arquitectònics que típicament es troben en el casc antic, amb els quals es va fundar inicialment la ciutat de Barcelona. Hi ha un ascensor que amb les claus privades que porta directament als apartaments. Aquesta unitat en particular té 105 m2 construïts, i 22 m2 addicionals en l'entresòl a què s'accedeix a través de la zona d'estar i on es troben les segones habitacions amb el seu bany privat. El dormitori principal també gaudeix d'un bany",Barcelona & Costa Brava Sotheby’s Int. Realty,No indicat,,2,127
1.450.000€,,0%,"Àtic a La Vila Olímpica del Poblenou, Barcelona",https://www.idealista.com/ca/inmueble/105960051/,"Àtic duplex espaiós i lluminós al costat del mar Us presentem aquest espectacular àtic dúplex ubicat al cor de la Vila Olímpica del Poblenou, a primera línia de mar, amb unes vistes inigualables des dels seus balcons i terrassa. Aquest immoble ofereix panoràmiques impressionants del mar, la platja de la Nova Icària, el renovat Port Olímpic, i punts emblemàtics com Hotel Arts i Hotel Vela. Amb una superfície total de 243 m², distribuïts en una planta baixa de 153 m² i un altell de 90 m², aquest ampli pis compta amb cinc habitacions, quatre a la",Engel & Völkers Barcelona,Pàrking inclòs,Vistes al mar,5,243
640.000€,660.000 €,3%,"Pis a carrer de Teodora Lamadrid, Sant Gervasi - La Bonanova, Barcelona",https://www.idealista.com/ca/inmueble/106079394/,"Aquest pis sona ideal per a algú que busca una llar amb amplitud i caràcter al barri de Sant Gervasi – Bonanova, un dels més exclusius de Barcelona. Amb 132 m², distribuïts en 5 dormitoris i una terrassa de 12 m², té el potencial de ser un espai molt còmode i lluminós, especialment amb vistes tant al carrer com al pati d´illa. El fet que estigui en una finca clàssica afegeix un toc d'encant i d'autenticitat, mentre que les opcions de reforma brinden l'oportunitat de personalitzar-lo completament. Les característiques com l'ascensor i el traste",Chrysol Value Real Estate,No indicat,,5,132
820.000€,877.000 €,6%,"Pis a carrer Ample, 7, El Gòtic, Barcelona",https://www.idealista.com/ca/inmueble/106251422/,"Coldwell Banker Eminent et convida a descobrir aquest espectacular pis nou a estrenar, ubicat a la 4a planta real d'una finca reformada amb ascensor, es troba a l'icònic barri Gòtic de Barcelona. Amb la seva doble orientació, ofereix una excel·lent lluminositat i encant, sent un lloc ideal per gaudir de l'ambient històric de la ciutat. Descripció interior: El pis disposa de tres habitacions dobles, de les quals dues són en suite, brindant privacitat i comoditat als seus ocupants. Tant l'habitació principal com el menjador tenen accés a balcons",Coldwell Banker Eminent,No indicat,,3,155
2.850.000€,,0%,"Pis a carrer del Consell de Cent, La Dreta de l'Eixample, Barcelona",https://www.idealista.com/ca/inmueble/105340672/,"Es tracta d´un fabulós pis a reformar de 302 m2 que ocupa tota una planta d´un regi edifici modernista a la confluència del Passeig de Gràcia amb el carrer Consell de Cent. El pis, que es va utilitzar últimament com a despatx, és idoni per emprendre un projecte de renovació complet per crear un habitatge d'excepció, ja que l'alçada dels sostres i les 12 balconeres i finestrals li confereixen una lluminositat i presència especials, així com diverses opcions de distribució, per adaptar-lo a les preferències d'un propietari nou. A destacar la pr",Barcelona & Costa Brava Sotheby’s Int. Realty,No indicat,,8,302
1.000.000€,,0%,"Pis a avinguda de Sarrià, Les Corts, Barcelona",https://www.idealista.com/ca/inmueble/103725189/,"Se vende magnífica vivienda en avenida Sarria! UNA ZONA muy COTIZADA DE BARCELONA, cerca de pl. Francesc Macià, Diagonal! Se trata de una de las zonas más céntricas de la ciudad, considerada por muchos, el business centro de Barcelona con una gran colección de edificios modernistas, avenidas anchas! Exclusivo piso reformado de 172 m² con un balcón, lo suficiente grande como para poner una mesa con sillas. El apartamento esta orientado a dos lados, sur y norte, así que hay sol de la mañana y de la tarde. Lo encontramos en una ubicación privi",Max Ricart,No indicat,,4,175
1.945.000€,,0%,"Pis a carrer de Balmes, 433, Sant Gervasi - La Bonanova, Barcelona",https://www.idealista.com/ca/inmueble/104648163/,"Exclusiva planta baixa en venda de 143m² construïts més terrassa i jardí privat de 172m² i sala polivalent de 115m² construïts amb accés al jardí. El pis forma part de la promoció d'habitatges de luxe en venda a Balmes 433, a tocar de la Plaça Kennedy i de l'Avinguda Tibidabo, una de les zones residencials més prestigioses de Barcelona. ""L'habitatge està moblat per prestigiós estudi d'interiorisme"". Pis amb ampli i lluminós saló menjador dotat d´amplis finestrals. Moderna cuina equipada amb mobiliari IN STUDIO i electrodomèstics de la marca S",Alting,No indicat,Luxe,4,317
1.550.000€,,0%,"Pis a carrer de l'Emancipació, Les Tres Torres, Barcelona",https://www.idealista.com/ca/inmueble/105581104/,"Descobreix aquesta joia a una de les zones més prestigioses de Tres Torres. Aquest magnífic pis de 212 metres quadrats ofereix una oportunitat excepcional per crear l'habitatge dels teus somnis, amb un espai ampli lluminós i versàtil. El pis compta amb una esplèndida terrassa que ofereix vistes clares i una lluminositat natural incomparable. A més, disposa de dues places de pàrquing i dos trasters, i proporciona un extra de comoditat i espai d'emmagatzematge. La distribució inclou quatre habitacions dobles elegants, ideals per a una família, i",Chrysol Value Real Estate,Pàrking inclòs,,5,212
486.000€,,0%,"Pis a carrer del Ferrocarril, El Poblenou, Barcelona",https://www.idealista.com/ca/inmueble/106210831/,"La teva nova llar al Poblenou t'espera! Aquest pis ofereix una ubicació privilegiada, a pocs metres de la platja i molt a prop de la vibrant rambla del Poblenou, envoltat de botigues, serveis i opcions de transport. Amb 63 m², aquest habitatge compta amb un ampli i lluminós saló que connecta directament amb una increïble terrassa de 40 m², ideal per relaxar-vos al sol. Disposa de dues habitacions exteriors, una doble amb armaris de paret i una altra individual. La cuina està totalment equipada i oberta al saló, i el bany inclou una dutxa mode",Chrysol Value Real Estate,No indicat,,2,63
660.000€,680.000 €,3%,"Pis a Gran Via de les Corts Catalanes, La Dreta de l'Eixample, Barcelona",https://www.idealista.com/ca/inmueble/105759795/,"Oportunitat única i exclusiva d'adquirir un pis per reformar en ple cor de Barcelona al costat del Passeig Sant Joan, amb la possibilitat de redistribuir-lo segons les seves preferències. Situat en un carrer ample, en una finca senyorial propera a la Sagrada Família, aquest tercer pis real ofereix confort i potencial. Amb un total de sis habitacions, dos banys, aquesta propietat compta amb una distribució versàtil que s'ajusta a les seves necessitats. Els sostres de terres alts, els grans finestrals i els terres hidràulics afegeixen un toc ele",Casa Blanca Eixample,No indicat,,6,167
1.260.000€,1.280.000 €,2%,"Pis a carrer de Balmes, Sant Gervasi - Galvany, Barcelona",https://www.idealista.com/ca/inmueble/105464722/,Preciós pis amb molta llum natural pel seu doble orientació i amb una gran terrassa que dóna a la part del darrere orientació sud i amb espectaculars vistes al Tibidabo i a la Sagrada Família. L'habitatge familiar consta de grans dimensions en què a través del seu distribuïdor principal es descobreixen les zones de dia i de nit. Només creuar la porta principal de l'habitatge t'imagines la vida que hi tindràs. A la zona de dia un gran saló menjador familiar amb una sala annexa a mode de despatx o zona de lectura amb llum natural que dóna a un,Chrysol Value Real Estate,Pàrking inclòs,Vistes al mar,4,224
3.650.000€,,0%,"Casa o xalet independent a Pedralbes, Barcelona",https://www.idealista.com/ca/inmueble/90163017/,"En la zona exclusiva de Pedralbes nos encontramos esta propiedad de 686m2 de cuatro plantas con una parcela de 1.000. de jardín con grandes vistas sobre la ciudad de Barcelona. La casa está en perfecto estado de conservación y se encuentra en un entorno tranquilo y privilegiado, cerca de los mejores colegios internacionales de la ciudad. En la planta de entrada nos encontramos un majestuoso hall a doble altura que nos distribuye a las diferentes zonas de la vivienda. Desde esta zona accedemos al amplio salón-comedor dividido en dos ambiente",Max Ricart,Pàrking inclòs,Luxe,6,686
1.975.000€,,0%,"Pis a carrer de Balmes, El Putxet i el Farró, Barcelona",https://www.idealista.com/ca/inmueble/103710364/,"Senyorial i segregable habitatge a Plaça Kennedy, al costat de l'Avinguda del Tibidabo. L'espectacular entrada inclouen un ampli rebedor amb un bany de cortesia renovat i una biblioteca o oficina amb balcó adjacent a l'ampli saló amb llar de foc. La zona de menjador i la terrassa coberta es troba a continuació del saló (és possible obrir-la com estava originalment). La terrassa, orientada a sud-oest i de 27m2, actualment està semicoberta, ja que va crear al seu moment com a zona de jocs per als nens i pot ser oberta novament. Orientat a nord",Withfor,No indicat,,6,375
845.000€,,0%,"Pis a carrer d'August Font, Sant Gervasi - La Bonanova, Barcelona",https://www.idealista.com/ca/inmueble/105322170/,"Ubicat al costat de la icònica Carretera de les Aigües, aquest pis distribuït en cinc nivells us convida a viure una experiència única en un entorn màgic i natural. Aquí, els sons de la natura us acompanyen cada dia, amb el cant dels ocellets creant una atmosfera de serenitat i pau. Els grans finestrals de la propietat ofereixen impressionants vistes panoràmiques tant al mar com a la muntanya, permetent que la llum natural inundi cada racó de la llar. Aquesta llum natural abundant ressalta l'excel·lent distribució de l'espai, proporcionant un",Chrysol Value Real Estate,Pàrking inclòs,,4,150
690.000€,,0%,"Pis a carrer de Larrard, La Salut, Barcelona",https://www.idealista.com/ca/inmueble/105303126/,"Situat prop del Parc Güell, presentem aquest magnífic pis exterior en una cantonada de l'edifici a l'últim pis amb una terrassa de 15 m² que ofereix vistes impressionants. El pis es compon d'un rebedor que dóna accés a una cuina office i un safareig, un ampli saló-menjador de 25 m² amb sortida directa a la terrassa, una habitació suite amb bany privat i un gran finestral que dóna a la zona enjardinada del complex, amb quatre habitacions addicionals totes exteriors i un bany compartit. A més, aquest pis inclou una plaça de pàrquing i un traster.",PEDROOCHOA,Pàrking inclòs,,5,130
649.000€,,0%,"Pis a carrer del Comte d'Urgell, L'Antiga Esquerra de l'Eixample, Barcelona",https://www.idealista.com/ca/inmueble/104828852/,"Benvingut a aquesta elegant propietat ubicada en un dels barris amb més demanda, l'Antiga Esquerra de l'Eixample, exactament a la intersecció dels carrers Comte d'Urgell i Provença. Aquest espaiós pis ofereix un estil de vida sofisticat i còmode, llest per ser habitat immediatament. Ampli i lluminós saló menjador, el cor de la casa. Des d'aquí accedim a una terrassa encantadora, on podràs gaudir de les vistes urbanes. La cuina, equipada i amb acabats de qualitat. A més, una galeria proporciona un espai addicional per a emmagatzematge i bugaderi",Chrysol Value Real Estate,No indicat,,3,98
